 ,Mean
425,76.000
426,74.752
427,74.726
428,74.624
429,74.388
430,74.877
431,74.538
432,74.350
433,74.734
434,74.356
435,74.459
436,74.192
437,74.233
438,74.642
439,74.738
440,74.606
441,74.160
442,74.251
443,74.330
444,75.169
445,74.943
446,74.224
447,74.055
448,74.440
449,74.354
450,74.763
451,79.063
452,77.421
453,77.316
454,77.835
455,78.726
456,78.004
457,76.937
458,77.035
459,76.855
460,77.136
461,77.385
462,77.422
463,76.670
464,76.806
465,76.662
466,77.876
467,77.742
468,77.756
469,77.114
470,76.750
471,77.447
472,77.785
473,77.556
474,77.490
475,77.159
476,79.137
477,77.580
478,77.034
479,77.693
480,77.288
481,76.771
482,75.163
483,74.847
484,74.935
485,76.030
486,74.842
487,74.806
488,74.704
489,74.479
490,74.935
491,74.627
492,74.445
493,74.799
494,74.451
495,74.518
496,74.274
497,74.309
498,74.714
499,74.821
500,74.680
501,74.242
502,74.329
503,74.399
504,75.242
505,74.991
506,74.274
507,74.084
508,74.484
509,74.380
510,74.796
511,79.114
512,77.487
513,77.396
514,77.892
515,78.758
516,78.083
517,77.009
518,77.125
519,76.940
520,77.210
521,77.489
522,77.499
523,76.739
524,76.883
525,76.734
526,77.952
527,77.831
528,77.836
529,77.171
530,76.817
531,77.509
532,77.885
533,77.613
534,77.566
535,77.213
536,79.190
537,77.636
538,77.082
539,77.748
540,77.330
541,76.792
542,75.169
543,74.838
544,74.926
545,75.999
546,74.868
547,74.829
548,74.715
549,74.491
550,74.953
551,74.661
552,74.475
553,74.818
554,74.458
555,74.539
556,74.277
557,74.332
558,74.726
559,74.829
560,74.693
561,74.223
562,74.337
563,74.403
564,75.244
565,74.980
566,74.255
567,74.066
568,74.467
569,74.368
570,74.776
571,79.120
572,77.485
573,77.413
574,77.907
575,78.734
576,78.111
577,77.044
578,77.147
579,76.964
580,77.211
581,77.533
582,77.535
583,76.740
584,76.899
585,76.741
586,77.986
587,77.877
588,77.841
589,77.183
590,76.834
591,77.511
592,77.938
593,77.596
594,77.558
595,77.222
596,79.171
597,77.641
598,77.080
599,77.747
600,77.317
601,76.891
602,75.256
603,74.928
604,75.009
605,76.045
606,74.975
607,74.938
608,74.828
609,74.597
610,75.027
611,74.776
612,74.572
613,74.915
614,74.572
615,74.621
616,74.367
617,74.413
618,74.825
619,74.931
620,74.767
621,74.298
622,74.403
623,74.480
624,75.327
625,75.056
626,74.317
627,74.142
628,74.528
629,74.425
630,74.812
631,79.174
632,77.568
633,77.500
634,77.980
635,78.805
636,78.198
637,77.150
638,77.255
639,77.055
640,77.301
641,77.628
642,77.653
643,76.841
644,76.998
645,76.830
646,78.079
647,77.994
648,77.943
649,77.270
650,76.908
651,77.612
652,78.030
653,77.666
654,77.652
655,77.299
656,79.238
657,77.728
658,77.160
659,77.835
660,77.366
661,76.908
662,75.271
663,74.932
664,75.022
665,76.027
666,75.011
667,74.968
668,74.846
669,74.620
670,75.048
671,74.817
672,74.599
673,74.943
674,74.599
675,74.644
676,74.376
677,74.437
678,74.833
679,74.951
680,74.787
681,74.290
682,74.420
683,74.487
684,75.336
685,75.055
686,74.286
687,74.124
688,74.514
689,74.399
690,74.789
691,79.162
692,77.569
693,77.504
694,77.980
695,78.764
696,78.204
697,77.157
698,77.269
699,77.078
700,77.304
701,77.643
702,77.669
703,76.846
704,77.010
705,76.848
706,78.082
707,78.031
708,77.958
709,77.278
710,76.918
711,77.616
712,78.047
713,77.658
714,77.649
715,77.291
716,79.211
717,77.711
718,77.147
719,77.814
720,77.337
721,77.038
722,75.391
723,75.042
724,75.094
725,76.095
726,75.172
727,75.092
728,74.960
729,74.740
730,75.150
731,74.967
732,74.718
733,75.056
734,74.698
735,74.753
736,74.500
737,74.551
738,74.931
739,75.053
740,74.890
741,74.394
742,74.525
743,74.584
744,75.428
745,75.128
746,74.365
747,74.184
748,74.592
749,74.458
750,74.848
751,79.274
752,77.690
753,77.612
754,78.079
755,78.838
756,78.335
757,77.290
758,77.401
759,77.216
760,77.410
761,77.800
762,77.794
763,76.992
764,77.135
765,76.953
766,78.229
767,78.170
768,78.063
769,77.378
770,77.037
771,77.751
772,78.188
773,77.775
774,77.759
775,77.397
776,79.305
777,77.824
778,77.258
779,77.914
780,77.424
781,77.165
782,75.476
783,75.112
784,75.168
785,76.106
786,75.298
787,75.189
788,75.069
789,74.810
790,75.209
791,75.124
792,74.836
793,75.169
794,74.786
795,74.803
796,74.614
797,74.644
798,75.041
799,75.132
800,74.943
801,74.480
802,74.618
803,74.689
804,75.508
805,75.176
806,74.422
807,74.261
808,74.641
809,74.511
810,74.866
811,79.386
812,77.795
813,77.723
814,78.150
815,78.915
816,78.478
817,77.451
818,77.539
819,77.317
820,77.532
821,77.971
822,77.945
823,77.110
824,77.245
825,77.092
826,78.404
827,78.327
828,78.174
829,77.509
830,77.145
831,77.912
832,78.337
833,77.899
834,77.875
835,77.505
836,79.426
837,77.949
838,77.395
839,78.026
840,77.507
841,77.139
842,75.452
843,75.083
844,75.134
845,76.085
846,75.299
847,75.182
848,75.045
849,74.805
850,75.209
851,75.124
852,74.813
853,75.148
854,74.765
855,74.821
856,74.550
857,74.612
858,75.013
859,75.106
860,74.950
861,74.415
862,74.563
863,74.651
864,75.465
865,75.155
866,74.349
867,74.196
868,74.592
869,74.446
870,74.831
871,79.325
872,77.741
873,77.678
874,78.137
875,78.853
876,78.434
877,77.402
878,77.489
879,77.291
880,77.483
881,77.911
882,77.903
883,77.056
884,77.214
885,77.034
886,78.320
887,78.290
888,78.121
889,77.440
890,77.101
891,77.817
892,78.280
893,77.848
894,77.802
895,77.445
896,79.337
897,77.860
898,77.303
899,77.940
900,77.424
901,77.249
902,75.529
903,75.165
904,75.198
905,76.131
906,75.416
907,75.259
908,75.133
909,74.886
910,75.282
911,75.250
912,74.892
913,75.225
914,74.858
915,74.905
916,74.617
917,74.661
918,75.062
919,75.174
920,75.027
921,74.474
922,74.615
923,74.703
924,75.529
925,75.214
926,74.378
927,74.231
928,74.617
929,74.481
930,74.874
931,79.368
932,77.815
933,77.757
934,78.205
935,78.882
936,78.511
937,77.480
938,77.590
939,77.385
940,77.538
941,78.020
942,77.984
943,77.146
944,77.303
945,77.104
946,78.425
947,78.373
948,78.212
949,77.526
950,77.193
951,77.908
952,78.354
953,77.918
954,77.878
955,77.530
956,79.380
957,77.884
958,77.367
959,77.993
960,77.477
961,77.390
962,75.627
963,75.239
964,75.286
965,76.176
966,75.562
967,75.378
968,75.211
969,74.986
970,75.358
971,75.416
972,75.000
973,75.319
974,74.935
975,74.979
976,74.705
977,74.761
978,75.155
979,75.265
980,75.096
981,74.544
982,74.690
983,74.771
984,75.599
985,75.280
986,74.431
987,74.291
988,74.682
989,74.531
990,74.910
991,79.464
992,77.894
993,77.844
994,78.267
995,78.927
996,78.633
997,77.592
998,77.693
999,77.483
1000,77.633
1001,78.146
1002,78.100
1003,77.260
1004,77.401
1005,77.203
1006,78.512
1007,78.480
1008,78.287
1009,77.621
1010,77.267
1011,77.986
1012,78.450
1013,78.003
1014,77.963
1015,77.602
1016,79.419
1017,77.983
1018,77.435
1019,78.071
1020,77.521
1021,77.459
1022,75.673
1023,75.266
1024,75.284
1025,76.157
1026,75.658
1027,75.435
1028,75.254
1029,75.014
1030,75.385
1031,75.520
1032,75.063
1033,75.358
1034,74.969
1035,75.022
1036,74.731
1037,74.793
1038,75.164
1039,75.280
1040,75.126
1041,74.558
1042,74.710
1043,74.772
1044,75.620
1045,75.271
1046,74.420
1047,74.277
1048,74.677
1049,74.512
1050,74.886
1051,79.508
1052,77.915
1053,77.861
1054,78.290
1055,78.915
1056,78.696
1057,77.637
1058,77.728
1059,77.518
1060,77.667
1061,78.233
1062,78.143
1063,77.301
1064,77.440
1065,77.239
1066,78.549
1067,78.516
1068,78.330
1069,77.651
1070,77.312
1071,78.026
1072,78.495
1073,78.045
1074,77.985
1075,77.623
1076,79.438
1077,78.007
1078,77.459
1079,78.085
1080,77.523
1081,77.607
1082,75.756
1083,75.340
1084,75.348
1085,76.209
1086,75.817
1087,75.526
1088,75.350
1089,75.100
1090,75.470
1091,75.685
1092,75.155
1093,75.434
1094,75.048
1095,75.104
1096,74.809
1097,74.860
1098,75.237
1099,75.367
1100,75.203
1101,74.619
1102,74.773
1103,74.846
1104,75.677
1105,75.346
1106,74.452
1107,74.317
1108,74.730
1109,74.557
1110,74.943
1111,79.579
1112,77.996
1113,77.929
1114,78.361
1115,78.943
1116,78.795
1117,77.733
1118,77.809
1119,77.608
1120,77.719
1121,78.348
1122,78.225
1123,77.383
1124,77.518
1125,77.303
1126,78.624
1127,78.573
1128,78.386
1129,77.702
1130,77.364
1131,78.095
1132,78.549
1133,78.102
1134,78.045
1135,77.694
1136,79.480
1137,78.040
1138,77.509
1139,78.134
1140,77.565
1141,77.748
1142,75.830
1143,75.386
1144,75.394
1145,76.223
1146,75.954
1147,75.599
1148,75.411
1149,75.155
1150,75.509
1151,75.860
1152,75.238
1153,75.504
1154,75.102
1155,75.154
1156,74.850
1157,74.904
1158,75.281
1159,75.387
1160,75.239
1161,74.639
1162,74.805
1163,74.881
1164,75.705
1165,75.361
1166,74.459
1167,74.330
1168,74.732
1169,74.564
1170,74.937
1171,79.671
1172,78.053
1173,77.976
1174,78.402
1175,78.983
1176,78.905
1177,77.810
1178,77.880
1179,77.662
1180,77.790
1181,78.470
1182,78.314
1183,77.428
1184,77.591
1185,77.377
1186,78.685
1187,78.661
1188,78.456
1189,77.769
1190,77.431
1191,78.154
1192,78.616
1193,78.164
1194,78.094
1195,77.742
1196,79.508
1197,78.104
1198,77.574
1199,78.176
1200,77.575
1201,77.927
1202,75.922
1203,75.448
1204,75.456
1205,76.252
1206,76.124
1207,75.712
1208,75.472
1209,75.230
1210,75.592
1211,76.052
1212,75.341
1213,75.572
1214,75.178
1215,75.216
1216,74.907
1217,74.971
1218,75.326
1219,75.466
1220,75.288
1221,74.693
1222,74.874
1223,74.928
1224,75.767
1225,75.403
1226,74.505
1227,74.355
1228,74.773
1229,74.600
1230,74.945
1231,79.757
1232,78.109
1233,78.047
1234,78.444
1235,79.018
1236,79.022
1237,77.881
1238,77.966
1239,77.744
1240,77.862
1241,78.607
1242,78.390
1243,77.524
1244,77.672
1245,77.452
1246,78.756
1247,78.713
1248,78.492
1249,77.829
1250,77.492
1251,78.216
1252,78.683
1253,78.217
1254,78.151
1255,77.785
1256,79.540
1257,78.138
1258,77.599
1259,78.227
1260,77.602
1261,78.087
1262,75.993
1263,75.504
1264,75.505
1265,76.269
1266,76.287
1267,75.800
1268,75.554
1269,75.291
1270,75.635
1271,76.262
1272,75.427
1273,75.637
1274,75.221
1275,75.254
1276,74.958
1277,75.012
1278,75.367
1279,75.486
1280,75.325
1281,74.721
1282,74.905
1283,74.971
1284,75.801
1285,75.429
1286,74.506
1287,74.378
1288,74.779
1289,74.616
1290,74.958
1291,79.850
1292,78.178
1293,78.091
1294,78.483
1295,79.030
1296,79.134
1297,77.966
1298,78.031
1299,77.806
1300,77.901
1301,78.729
1302,78.468
1303,77.570
1304,77.724
1305,77.501
1306,78.795
1307,78.761
1308,78.547
1309,77.872
1310,77.527
1311,78.267
1312,78.734
1313,78.261
1314,78.192
1315,77.817
1316,79.598
1317,78.172
1318,77.667
1319,78.251
1320,77.617
1321,78.290
1322,76.114
1323,75.576
1324,75.563
1325,76.289
1326,76.493
1327,75.894
1328,75.627
1329,75.375
1330,75.689
1331,76.509
1332,75.541
1333,75.710
1334,75.299
1335,75.324
1336,75.003
1337,75.058
1338,75.410
1339,75.546
1340,75.370
1341,74.761
1342,74.934
1343,75.000
1344,75.848
1345,75.455
1346,74.531
1347,74.404
1348,74.816
1349,74.645
1350,74.976
1351,79.976
1352,78.248
1353,78.167
1354,78.542
1355,79.062
1356,79.276
1357,78.055
1358,78.114
1359,77.876
1360,77.961
1361,78.875
1362,78.550
1363,77.663
1364,77.797
1365,77.575
1366,78.877
1367,78.839
1368,78.620
1369,77.943
1370,77.589
1371,78.336
1372,78.800
1373,78.326
1374,78.250
1375,77.873
1376,79.626
1377,78.234
1378,77.706
1379,78.307
1380,77.644
1381,78.550
1382,76.230
1383,75.645
1384,75.629
1385,76.343
1386,76.731
1387,76.006
1388,75.705
1389,75.451
1390,75.773
1391,76.796
1392,75.664
1393,75.779
1394,75.360
1395,75.404
1396,75.077
1397,75.128
1398,75.457
1399,75.602
1400,75.443
1401,74.816
1402,74.997
1403,75.051
1404,75.894
1405,75.508
1406,74.569
1407,74.433
1408,74.852
1409,74.679
1410,75.012
1411,80.106
1412,78.338
1413,78.227
1414,78.594
1415,79.098
1416,79.432
1417,78.133
1418,78.176
1419,77.962
1420,78.032
1421,79.067
1422,78.634
1423,77.740
1424,77.876
1425,77.657
1426,78.947
1427,78.904
1428,78.659
1429,77.997
1430,77.659
1431,78.397
1432,78.863
1433,78.375
1434,78.315
1435,77.934
1436,79.664
1437,78.286
1438,77.748
1439,78.348
1440,77.677
1441,78.834
1442,76.335
1443,75.722
1444,75.676
1445,76.358
1446,76.974
1447,76.112
1448,75.779
1449,75.505
1450,75.827
1451,77.116
1452,75.777
1453,75.853
1454,75.407
1455,75.458
1456,75.115
1457,75.154
1458,75.488
1459,75.625
1460,75.480
1461,74.864
1462,75.032
1463,75.080
1464,75.913
1465,75.543
1466,74.584
1467,74.443
1468,74.866
1469,74.680
1470,75.023
1471,80.238
1472,78.413
1473,78.284
1474,78.650
1475,79.113
1476,79.591
1477,78.221
1478,78.243
1479,78.027
1480,78.080
1481,79.253
1482,78.721
1483,77.774
1484,77.931
1485,77.705
1486,79.002
1487,78.964
1488,78.722
1489,78.036
1490,77.702
1491,78.464
1492,78.924
1493,78.442
1494,78.347
1495,77.972
1496,79.720
1497,78.337
1498,77.804
1499,78.368
1500,77.696
1501,79.174
1502,76.458
1503,75.774
1504,75.739
1505,76.411
1506,77.280
1507,76.250
1508,75.859
1509,75.599
1510,75.911
1511,77.503
1512,75.930
1513,75.924
1514,75.476
1515,75.539
1516,75.174
1517,75.225
1518,75.530
1519,75.687
1520,75.544
1521,74.897
1522,75.083
1523,75.123
1524,75.985
1525,75.586
1526,74.606
1527,74.473
1528,74.904
1529,74.712
1530,75.047
1531,80.393
1532,78.479
1533,78.336
1534,78.694
1535,79.146
1536,79.776
1537,78.308
1538,78.329
1539,78.095
1540,78.147
1541,79.481
1542,78.808
1543,77.858
1544,77.998
1545,77.779
1546,79.063
1547,79.015
1548,78.758
1549,78.089
1550,77.766
1551,78.519
1552,78.983
1553,78.478
1554,78.384
1555,78.031
1556,79.751
1557,78.376
1558,77.840
1559,78.420
1560,77.728
1561,79.657
1562,76.663
1563,75.916
1564,75.844
1565,76.464
1566,77.704
1567,76.427
1568,76.010
1569,75.714
1570,75.990
1571,78.072
1572,76.135
1573,76.079
1574,75.583
1575,75.627
1576,75.322
1577,75.328
1578,75.647
1579,75.774
1580,75.618
1581,75.037
1582,75.192
1583,75.243
1584,76.079
1585,75.643
1586,74.682
1587,74.570
1588,74.982
1589,74.785
1590,75.089
1591,80.668
1592,78.649
1593,78.462
1594,78.787
1595,79.235
1596,80.073
1597,78.507
1598,78.464
1599,78.202
1600,78.274
1601,79.840
1602,79.005
1603,77.999
1604,78.122
1605,77.924
1606,79.244
1607,79.172
1608,78.885
1609,78.211
1610,77.904
1611,78.701
1612,79.131
1613,78.616
1614,78.505
1615,78.144
1616,79.914
1617,78.528
1618,78.004
1619,78.530
1620,77.832
1621,80.075
1622,76.769
1623,75.938
1624,75.854
1625,76.460
1626,78.026
1627,76.523
1628,76.041
1629,75.752
1630,76.027
1631,78.553
1632,76.261
1633,76.106
1634,75.595
1635,75.670
1636,75.265
1637,75.309
1638,75.630
1639,75.782
1640,75.635
1641,74.991
1642,75.158
1643,75.213
1644,76.067
1645,75.646
1646,74.648
1647,74.536
1648,74.962
1649,74.754
1650,75.084
1651,80.824
1652,78.680
1653,78.478
1654,78.796
1655,79.194
1656,80.238
1657,78.516
1658,78.475
1659,78.228
1660,78.256
1661,80.030
1662,79.018
1663,77.994
1664,78.120
1665,77.906
1666,79.185
1667,79.139
1668,78.849
1669,78.170
1670,77.872
1671,78.634
1672,79.105
1673,78.564
1674,78.475
1675,78.107
1676,79.838
1677,78.466
1678,77.930
1679,78.481
1680,77.766
1681,80.681
1682,76.934
1683,76.006
1684,75.898
1685,76.482
1686,78.512
1687,76.656
1688,76.122
1689,75.802
1690,76.069
1691,79.247
1692,76.447
1693,76.169
1694,75.639
1695,75.719
1696,75.315
1697,75.341
1698,75.650
1699,75.798
1700,75.670
1701,75.016
1702,75.178
1703,75.232
1704,76.079
1705,75.679
1706,74.652
1707,74.539
1708,74.956
1709,74.759
1710,75.077
1711,81.061
1712,78.789
1713,78.531
1714,78.833
1715,79.208
1716,80.506
1717,78.614
1718,78.520
1719,78.282
1720,78.292
1721,80.365
1722,79.096
1723,78.026
1724,78.152
1725,77.944
1726,79.221
1727,79.157
1728,78.872
1729,78.192
1730,77.891
1731,78.666
1732,79.128
1733,78.587
1734,78.481
1735,78.125
1736,79.851
1737,78.483
1738,77.960
1739,78.487
1740,77.769
1741,81.477
1742,77.146
1743,76.077
1744,75.947
1745,76.497
1746,79.148
1747,76.848
1748,76.198
1749,75.879
1750,76.126
1751,80.132
1752,76.677
1753,76.248
1754,75.696
1755,75.762
1756,75.369
1757,75.385
1758,75.680
1759,75.840
1760,75.718
1761,75.067
1762,75.225
1763,75.260
1764,76.113
1765,75.701
1766,74.676
1767,74.562
1768,74.980
1769,74.781
1770,75.096
1771,81.376
1772,78.901
1773,78.600
1774,78.883
1775,79.214
1776,80.867
1777,78.727
1778,78.607
1779,78.357
1780,78.349
1781,80.801
1782,79.223
1783,78.102
1784,78.225
1785,78.006
1786,79.296
1787,79.219
1788,78.900
1789,78.235
1790,77.954
1791,78.747
1792,79.182
1793,78.616
1794,78.520
1795,78.174
1796,79.902
1797,78.527
1798,77.988
1799,78.528
1800,77.795
1801,82.492
1802,77.430
1803,76.196
1804,76.044
1805,76.542
1806,79.935
1807,77.091
1808,76.350
1809,75.985
1810,76.206
1811,81.263
1812,77.000
1813,76.387
1814,75.789
1815,75.848
1816,75.443
1817,75.459
1818,75.730
1819,75.903
1820,75.773
1821,75.142
1822,75.282
1823,75.321
1824,76.189
1825,75.756
1826,74.721
1827,74.596
1828,75.028
1829,74.825
1830,75.129
1831,81.782
1832,79.067
1833,78.700
1834,78.943
1835,79.289
1836,81.308
1837,78.880
1838,78.700
1839,78.443
1840,78.426
1841,81.309
1842,79.366
1843,78.189
1844,78.299
1845,78.098
1846,79.374
1847,79.297
1848,78.975
1849,78.294
1850,78.020
1851,78.821
1852,79.260
1853,78.696
1854,78.582
1855,78.223
1856,79.961
1857,78.605
1858,78.061
1859,78.587
1860,77.821
1861,83.721
1862,77.741
1863,76.298
1864,76.100
1865,76.576
1866,80.936
1867,77.349
1868,76.460
1869,76.067
1870,76.265
1871,82.615
1872,77.339
1873,76.500
1874,75.828
1875,75.913
1876,75.497
1877,75.508
1878,75.769
1879,75.935
1880,75.836
1881,75.198
1882,75.335
1883,75.364
1884,76.217
1885,75.793
1886,74.742
1887,74.634
1888,75.043
1889,74.850
1890,75.151
1891,82.249
1892,79.210
1893,78.768
1894,78.992
1895,79.296
1896,81.802
1897,79.026
1898,78.773
1899,78.500
1900,78.471
1901,81.919
1902,79.497
1903,78.229
1904,78.343
1905,78.140
1906,79.405
1907,79.335
1908,78.989
1909,78.329
1910,78.060
1911,78.862
1912,79.306
1913,78.715
1914,78.607
1915,78.264
1916,80.004
1917,78.637
1918,78.091
1919,78.604
1920,77.845
1921,85.317
1922,78.155
1923,76.441
1924,76.184
1925,76.609
1926,82.203
1927,77.694
1928,76.631
1929,76.148
1930,76.322
1931,84.361
1932,77.829
1933,76.677
1934,75.908
1935,75.992
1936,75.619
1937,75.617
1938,75.848
1939,75.992
1940,75.878
1941,75.292
1942,75.434
1943,75.435
1944,76.270
1945,75.839
1946,74.825
1947,74.708
1948,75.109
1949,74.889
1950,75.185
1951,82.904
1952,79.465
1953,78.899
1954,79.082
1955,79.376
1956,82.513
1957,79.267
1958,78.908
1959,78.622
1960,78.566
1961,82.759
1962,79.734
1963,78.357
1964,78.443
1965,78.256
1966,79.564
1967,79.462
1968,79.096
1969,78.423
1970,78.166
1971,79.019
1972,79.448
1973,78.827
1974,78.689
1975,78.357
1976,80.134
1977,78.776
1978,78.227
1979,78.681
1980,77.923
1981,87.128
1982,78.547
1983,76.492
1984,76.205
1985,76.581
1986,83.669
1987,77.975
1988,76.718
1989,76.204
1990,76.326
1991,86.272
1992,78.263
1993,76.744
1994,75.920
1995,75.980
1996,75.563
1997,75.557
1998,75.805
1999,75.977
2000,75.868
2001,75.230
2002,75.363
2003,75.380
2004,76.250
2005,75.805
2006,74.727
2007,74.628
2008,75.044
2009,74.837
2010,75.132
2011,83.480
2012,79.570
2013,78.900
2014,79.062
2015,79.307
2016,83.174
2017,79.346
2018,78.919
2019,78.626
2020,78.540
2021,83.547
2022,79.806
2023,78.338
2024,78.412
2025,78.221
2026,79.492
2027,79.391
2028,79.019
2029,78.353
2030,78.108
2031,78.939
2032,79.367
2033,78.745
2034,78.626
2035,78.299
2036,80.045
2037,78.669
2038,78.129
2039,78.620
2040,77.835
2041,89.328
2042,79.187
2043,76.705
2044,76.350
2045,76.671
2046,85.594
2047,78.501
2048,76.992
2049,76.354
2050,76.452
2051,88.600
2052,78.972
2053,77.008
2054,76.026
2055,76.103
2056,75.691
2057,75.662
2058,75.894
2059,76.062
2060,75.982
2061,75.332
2062,75.458
2063,75.464
2064,76.327
2065,75.905
2066,74.809
2067,74.708
2068,75.124
2069,74.909
2070,75.226
2071,84.421
2072,79.899
2073,79.045
2074,79.167
2075,79.385
2076,84.210
2077,79.618
2078,79.064
2079,78.750
2080,78.639
2081,84.702
2082,80.074
2083,78.465
2084,78.526
2085,78.327
2086,79.579
2087,79.493
2088,79.109
2089,78.424
2090,78.202
2091,79.040
2092,79.453
2093,78.832
2094,78.700
2095,78.380
2096,80.145
2097,78.768
2098,78.230
2099,78.688
2100,77.917
2101,91.534
2102,79.932
2103,76.864
2104,76.434
2105,76.644
2106,87.688
2107,79.072
2108,77.186
2109,76.436
2110,76.457
2111,90.923
2112,79.766
2113,77.202
2114,76.070
2115,76.115
2116,75.716
2117,75.709
2118,75.900
2119,76.080
2120,75.978
2121,75.345
2122,75.477
2123,75.468
2124,76.352
2125,75.889
2126,74.820
2127,74.702
2128,75.106
2129,74.909
2130,75.201
2131,85.528
2132,80.192
2133,79.131
2134,79.182
2135,79.381
2136,85.426
2137,79.872
2138,79.130
2139,78.812
2140,78.665
