 ,Mean
462,75.947
463,75.499
464,74.953
465,74.496
466,74.983
467,75.031
468,74.613
469,73.960
470,73.254
471,74.182
472,74.511
473,74.024
474,73.106
475,72.527
476,80.061
477,73.855
478,73.314
479,72.443
480,71.536
481,79.081
482,79.098
483,79.299
484,79.558
485,79.172
486,77.998
487,78.699
488,78.800
489,79.142
490,79.413
491,77.897
492,78.606
493,78.555
494,79.532
495,80.739
496,77.131
497,77.570
498,77.576
499,78.304
500,79.375
501,76.953
502,77.159
503,77.074
504,77.808
505,78.217
506,77.679
507,77.083
508,76.734
509,77.136
510,77.513
511,78.379
512,77.441
513,76.626
514,76.144
515,76.017
516,77.104
517,76.777
518,75.920
519,75.623
520,75.231
521,76.333
522,75.967
523,75.542
524,74.972
525,74.511
526,75.000
527,75.040
528,74.635
529,73.977
530,73.260
531,74.205
532,74.525
533,74.025
534,73.131
535,72.533
536,80.068
537,73.856
538,73.290
539,72.461
540,71.536
541,79.124
542,79.139
543,79.369
544,79.594
545,79.229
546,78.059
547,78.754
548,78.865
549,79.195
550,79.479
551,77.941
552,78.660
553,78.621
554,79.580
555,80.820
556,77.163
557,77.612
558,77.613
559,78.360
560,79.422
561,76.985
562,77.196
563,77.110
564,77.862
565,78.263
566,77.693
567,77.108
568,76.761
569,77.165
570,77.525
571,78.395
572,77.495
573,76.652
574,76.187
575,76.039
576,77.155
577,76.834
578,75.949
579,75.661
580,75.257
581,76.399
582,76.007
583,75.568
584,75.006
585,74.548
586,75.027
587,75.057
588,74.650
589,73.992
590,73.277
591,74.225
592,74.540
593,74.038
594,73.131
595,72.552
596,80.074
597,73.868
598,73.319
599,72.450
600,71.539
601,79.181
602,79.242
603,79.436
604,79.659
605,79.252
606,78.150
607,78.855
608,78.962
609,79.257
610,79.536
611,78.065
612,78.780
613,78.691
614,79.633
615,80.877
616,77.291
617,77.712
618,77.686
619,78.413
620,79.488
621,77.104
622,77.309
623,77.179
624,77.908
625,78.299
626,77.794
627,77.208
628,76.843
629,77.210
630,77.542
631,78.555
632,77.646
633,76.778
634,76.290
635,76.111
636,77.354
637,76.999
638,76.089
639,75.761
640,75.350
641,76.612
642,76.185
643,75.705
644,75.116
645,74.635
646,75.178
647,75.227
648,74.772
649,74.095
650,73.370
651,74.352
652,74.704
653,74.177
654,73.245
655,72.646
656,80.190
657,74.017
658,73.447
659,72.577
660,71.629
661,79.151
662,79.190
663,79.415
664,79.650
665,79.243
666,78.131
667,78.821
668,78.927
669,79.251
670,79.538
671,78.038
672,78.723
673,78.670
674,79.627
675,80.884
676,77.221
677,77.661
678,77.640
679,78.399
680,79.486
681,77.017
682,77.237
683,77.139
684,77.898
685,78.295
686,77.670
687,77.124
688,76.769
689,77.162
690,77.506
691,78.471
692,77.557
693,76.713
694,76.228
695,76.052
696,77.260
697,76.923
698,76.006
699,75.712
700,75.302
701,76.532
702,76.090
703,75.594
704,75.030
705,74.575
706,75.064
707,75.096
708,74.673
709,74.011
710,73.296
711,74.245
712,74.577
713,74.065
714,73.159
715,72.561
716,80.059
717,73.877
718,73.329
719,72.464
720,71.503
721,79.172
722,79.204
723,79.435
724,79.673
725,79.256
726,78.179
727,78.840
728,78.956
729,79.301
730,79.575
731,78.091
732,78.750
733,78.689
734,79.657
735,80.920
736,77.241
737,77.656
738,77.631
739,78.431
740,79.510
741,77.021
742,77.243
743,77.124
744,77.906
745,78.301
746,77.663
747,77.105
748,76.757
749,77.162
750,77.488
751,78.492
752,77.579
753,76.722
754,76.248
755,76.052
756,77.326
757,76.954
758,76.024
759,75.738
760,75.324
761,76.613
762,76.109
763,75.611
764,75.053
765,74.592
766,75.086
767,75.100
768,74.677
769,74.028
770,73.311
771,74.266
772,74.566
773,74.077
774,73.178
775,72.584
776,80.078
777,73.873
778,73.325
779,72.448
780,71.510
781,79.253
782,79.291
783,79.507
784,79.746
785,79.317
786,78.277
787,78.929
788,79.034
789,79.366
790,79.631
791,78.210
792,78.834
793,78.759
794,79.731
795,80.994
796,77.314
797,77.745
798,77.718
799,78.505
800,79.577
801,77.100
802,77.314
803,77.216
804,77.987
805,78.352
806,77.716
807,77.174
808,76.841
809,77.229
810,77.540
811,78.625
812,77.697
813,76.831
814,76.361
815,76.127
816,77.476
817,77.070
818,76.133
819,75.836
820,75.412
821,76.785
822,76.221
823,75.704
824,75.144
825,74.666
826,75.171
827,75.183
828,74.738
829,74.094
830,73.365
831,74.326
832,74.654
833,74.133
834,73.231
835,72.633
836,80.130
837,73.927
838,73.374
839,72.504
840,71.542
841,79.310
842,79.347
843,79.556
844,79.780
845,79.338
846,78.356
847,78.998
848,79.078
849,79.412
850,79.666
851,78.293
852,78.892
853,78.813
854,79.764
855,81.034
856,77.373
857,77.790
858,77.757
859,78.546
860,79.613
861,77.149
862,77.350
863,77.243
864,78.011
865,78.397
866,77.742
867,77.195
868,76.865
869,77.259
870,77.543
871,78.719
872,77.761
873,76.878
874,76.378
875,76.138
876,77.591
877,77.129
878,76.182
879,75.875
880,75.443
881,76.916
882,76.280
883,75.745
884,75.162
885,74.704
886,75.195
887,75.216
888,74.769
889,74.112
890,73.390
891,74.349
892,74.681
893,74.163
894,73.253
895,72.648
896,80.143
897,73.949
898,73.401
899,72.527
900,71.559
901,79.351
902,79.390
903,79.603
904,79.810
905,79.359
906,78.433
907,79.049
908,79.128
909,79.455
910,79.708
911,78.396
912,78.950
913,78.868
914,79.816
915,81.082
916,77.402
917,77.838
918,77.793
919,78.578
920,79.648
921,77.164
922,77.392
923,77.281
924,78.066
925,78.427
926,77.721
927,77.218
928,76.888
929,77.282
930,77.559
931,78.827
932,77.816
933,76.920
934,76.435
935,76.169
936,77.707
937,77.204
938,76.220
939,75.918
940,75.477
941,77.059
942,76.368
943,75.783
944,75.199
945,74.732
946,75.235
947,75.253
948,74.810
949,74.145
950,73.430
951,74.385
952,74.705
953,74.187
954,73.287
955,72.686
956,80.169
957,73.961
958,73.413
959,72.538
960,71.579
961,79.384
962,79.401
963,79.608
964,79.829
965,79.377
966,78.487
967,79.075
968,79.156
969,79.481
970,79.728
971,78.456
972,78.978
973,78.889
974,79.835
975,81.105
976,77.417
977,77.842
978,77.797
979,78.600
980,79.668
981,77.178
982,77.400
983,77.299
984,78.079
985,78.452
986,77.733
987,77.212
988,76.889
989,77.297
990,77.564
991,78.914
992,77.879
993,76.955
994,76.471
995,76.187
996,77.815
997,77.252
998,76.259
999,75.948
1000,75.506
1001,77.209
1002,76.414
1003,75.822
1004,75.228
1005,74.759
1006,75.248
1007,75.264
1008,74.816
1009,74.149
1010,73.449
1011,74.380
1012,74.712
1013,74.197
1014,73.291
1015,72.698
1016,80.146
1017,73.968
1018,73.419
1019,72.540
1020,71.579
1021,79.474
1022,79.465
1023,79.668
1024,79.873
1025,79.387
1026,78.615
1027,79.143
1028,79.218
1029,79.536
1030,79.776
1031,78.586
1032,79.045
1033,78.947
1034,79.883
1035,81.165
1036,77.470
1037,77.890
1038,77.851
1039,78.646
1040,79.717
1041,77.221
1042,77.450
1043,77.347
1044,78.094
1045,78.481
1046,77.749
1047,77.243
1048,76.931
1049,77.302
1050,77.581
1051,79.044
1052,77.957
1053,77.016
1054,76.497
1055,76.219
1056,77.962
1057,77.347
1058,76.324
1059,75.994
1060,75.563
1061,77.413
1062,76.514
1063,75.880
1064,75.285
1065,74.807
1066,75.316
1067,75.304
1068,74.862
1069,74.202
1070,73.489
1071,74.443
1072,74.748
1073,74.244
1074,73.341
1075,72.729
1076,80.191
1077,74.004
1078,73.459
1079,72.575
1080,71.579
1081,79.501
1082,79.487
1083,79.696
1084,79.866
1085,79.379
1086,78.674
1087,79.180
1088,79.240
1089,79.550
1090,79.780
1091,78.679
1092,79.091
1093,78.972
1094,79.895
1095,81.166
1096,77.493
1097,77.932
1098,77.858
1099,78.656
1100,79.716
1101,77.251
1102,77.477
1103,77.348
1104,78.111
1105,78.480
1106,77.760
1107,77.264
1108,76.932
1109,77.313
1110,77.535
1111,79.227
1112,78.068
1113,77.051
1114,76.548
1115,76.217
1116,78.155
1117,77.467
1118,76.385
1119,76.049
1120,75.578
1121,77.626
1122,76.629
1123,75.934
1124,75.311
1125,74.821
1126,75.380
1127,75.385
1128,74.917
1129,74.230
1130,73.507
1131,74.477
1132,74.828
1133,74.306
1134,73.373
1135,72.757
1136,80.228
1137,74.069
1138,73.515
1139,72.608
1140,71.618
1141,79.558
1142,79.530
1143,79.702
1144,79.897
1145,79.402
1146,78.753
1147,79.218
1148,79.258
1149,79.578
1150,79.807
1151,78.787
1152,79.116
1153,78.988
1154,79.918
1155,81.204
1156,77.501
1157,77.928
1158,77.863
1159,78.671
1160,79.734
1161,77.232
1162,77.460
1163,77.362
1164,78.134
1165,78.476
1166,77.723
1167,77.247
1168,76.940
1169,77.317
1170,77.544
1171,79.319
1172,78.084
1173,77.071
1174,76.546
1175,76.213
1176,78.254
1177,77.473
1178,76.386
1179,76.042
1180,75.574
1181,77.761
1182,76.632
1183,75.918
1184,75.294
1185,74.822
1186,75.334
1187,75.339
1188,74.873
1189,74.204
1190,73.482
1191,74.450
1192,74.771
1193,74.250
1194,73.339
1195,72.731
1196,80.193
1197,74.006
1198,73.457
1199,72.572
1200,71.572
1201,79.635
1202,79.577
1203,79.739
1204,79.918
1205,79.416
1206,78.856
1207,79.275
1208,79.305
1209,79.609
1210,79.851
1211,78.921
1212,79.188
1213,79.031
1214,79.961
1215,81.253
1216,77.549
1217,77.964
1218,77.900
1219,78.703
1220,79.787
1221,77.270
1222,77.505
1223,77.380
1224,78.163
1225,78.519
1226,77.733
1227,77.258
1228,76.958
1229,77.330
1230,77.557
1231,79.502
1232,78.166
1233,77.106
1234,76.573
1235,76.226
1236,78.443
1237,77.569
1238,76.425
1239,76.077
1240,75.616
1241,77.996
1242,76.733
1243,75.968
1244,75.338
1245,74.846
1246,75.368
1247,75.379
1248,74.900
1249,74.231
1250,73.527
1251,74.481
1252,74.806
1253,74.277
1254,73.371
1255,72.765
1256,80.195
1257,74.026
1258,73.483
1259,72.581
1260,71.587
1261,79.729
1262,79.608
1263,79.777
1264,79.948
1265,79.443
1266,78.979
1267,79.308
1268,79.341
1269,79.643
1270,79.882
1271,79.072
1272,79.220
1273,79.077
1274,79.996
1275,81.284
1276,77.564
1277,77.996
1278,77.927
1279,78.749
1280,79.804
1281,77.281
1282,77.528
1283,77.415
1284,78.200
1285,78.531
1286,77.732
1287,77.275
1288,76.962
1289,77.349
1290,77.569
1291,79.688
1292,78.254
1293,77.135
1294,76.607
1295,76.251
1296,78.626
1297,77.651
1298,76.474
1299,76.116
1300,75.639
1301,78.248
1302,76.826
1303,75.999
1304,75.375
1305,74.873
1306,75.405
1307,75.381
1308,74.923
1309,74.260
1310,73.522
1311,74.487
1312,74.805
1313,74.289
1314,73.377
1315,72.762
1316,80.211
1317,74.009
1318,73.477
1319,72.583
1320,71.581
1321,79.820
1322,79.672
1323,79.814
1324,79.980
1325,79.466
1326,79.097
1327,79.368
1328,79.375
1329,79.685
1330,79.904
1331,79.234
1332,79.279
1333,79.117
1334,80.039
1335,81.325
1336,77.597
1337,78.022
1338,77.947
1339,78.779
1340,79.833
1341,77.308
1342,77.547
1343,77.441
1344,78.226
1345,78.555
1346,77.736
1347,77.282
1348,76.983
1349,77.366
1350,77.574
1351,79.951
1352,78.366
1353,77.188
1354,76.636
1355,76.250
1356,78.888
1357,77.748
1358,76.517
1359,76.158
1360,75.663
1361,78.533
1362,76.916
1363,76.048
1364,75.399
1365,74.898
1366,75.419
1367,75.416
1368,74.937
1369,74.285
1370,73.559
1371,74.496
1372,74.840
1373,74.319
1374,73.415
1375,72.790
1376,80.213
1377,74.052
1378,73.502
1379,72.603
1380,71.581
1381,79.930
1382,79.716
1383,79.856
1384,80.010
1385,79.483
1386,79.255
1387,79.437
1388,79.421
1389,79.725
1390,79.937
1391,79.440
1392,79.349
1393,79.158
1394,80.094
1395,81.357
1396,77.636
1397,78.070
1398,77.995
1399,78.808
1400,79.875
1401,77.347
1402,77.600
1403,77.490
1404,78.257
1405,78.593
1406,77.753
1407,77.325
1408,77.018
1409,77.386
1410,77.598
1411,80.203
1412,78.499
1413,77.239
1414,76.659
1415,76.271
1416,79.155
1417,77.880
1418,76.569
1419,76.189
1420,75.703
1421,78.868
1422,77.049
1423,76.114
1424,75.430
1425,74.943
1426,75.466
1427,75.454
1428,74.974
1429,74.312
1430,73.588
1431,74.538
1432,74.863
1433,74.350
1434,73.434
1435,72.810
1436,80.236
1437,74.053
1438,73.539
1439,72.608
1440,71.589
1441,80.062
1442,79.781
1443,79.867
1444,80.033
1445,79.490
1446,79.413
1447,79.492
1448,79.444
1449,79.755
1450,79.963
1451,79.662
1452,79.408
1453,79.195
1454,80.107
1455,81.386
1456,77.659
1457,78.080
1458,78.010
1459,78.826
1460,79.894
1461,77.355
1462,77.597
1463,77.508
1464,78.269
1465,78.599
1466,77.753
1467,77.301
1468,77.029
1469,77.392
1470,77.577
1471,80.521
1472,78.596
1473,77.257
1474,76.689
1475,76.268
1476,79.473
1477,77.972
1478,76.614
1479,76.220
1480,75.710
1481,79.233
1482,77.155
1483,76.137
1484,75.456
1485,74.935
1486,75.484
1487,75.461
1488,74.992
1489,74.324
1490,73.598
1491,74.535
1492,74.868
1493,74.352
1494,73.442
1495,72.818
1496,80.239
1497,74.075
1498,73.514
1499,72.624
1500,71.598
1501,80.232
1502,79.856
1503,79.921
1504,80.080
1505,79.528
1506,79.627
1507,79.571
1508,79.515
1509,79.814
1510,80.008
1511,79.976
1512,79.498
1513,79.267
1514,80.165
1515,81.443
1516,77.723
1517,78.151
1518,78.078
1519,78.888
1520,79.940
1521,77.415
1522,77.662
1523,77.571
1524,78.328
1525,78.643
1526,77.783
1527,77.365
1528,77.085
1529,77.433
1530,77.601
1531,80.941
1532,78.785
1533,77.362
1534,76.748
1535,76.306
1536,79.866
1537,78.143
1538,76.706
1539,76.300
1540,75.762
1541,79.721
1542,77.342
1543,76.227
1544,75.517
1545,74.992
1546,75.558
1547,75.538
1548,75.053
1549,74.379
1550,73.646
1551,74.604
1552,74.934
1553,74.405
1554,73.498
1555,72.868
1556,80.304
1557,74.118
1558,73.578
1559,72.663
1560,71.616
1561,80.367
1562,79.890
1563,79.912
1564,80.050
1565,79.501
1566,79.814
1567,79.602
1568,79.505
1569,79.805
1570,80.003
1571,80.259
1572,79.521
1573,79.252
1574,80.157
1575,81.438
1576,77.702
1577,78.121
1578,78.059
1579,78.873
1580,79.932
1581,77.383
1582,77.614
1583,77.527
1584,78.309
1585,78.612
1586,77.734
1587,77.314
1588,77.036
1589,77.397
1590,77.563
1591,81.351
1592,78.884
1593,77.335
1594,76.714
1595,76.264
1596,80.253
1597,78.240
1598,76.695
1599,76.273
1600,75.715
1601,80.198
1602,77.445
1603,76.229
1604,75.499
1605,74.968
1606,75.532
1607,75.493
1608,75.006
1609,74.345
1610,73.620
1611,74.561
1612,74.886
1613,74.360
1614,73.459
1615,72.826
1616,80.233
1617,74.068
1618,73.528
1619,72.620
1620,71.585
1621,80.606
1622,79.989
1623,79.982
1624,80.104
1625,79.556
1626,80.122
1627,79.701
1628,79.564
1629,79.861
1630,80.050
1631,80.698
1632,79.638
1633,79.340
1634,80.219
1635,81.501
1636,77.790
1637,78.195
1638,78.109
1639,78.930
1640,80.008
1641,77.455
1642,77.707
1643,77.606
1644,78.375
1645,78.681
1646,77.800
1647,77.379
1648,77.096
1649,77.464
1650,77.633
1651,81.956
1652,79.138
1653,77.419
1654,76.785
1655,76.334
1656,80.827
1657,78.469
1658,76.798
1659,76.349
1660,75.800
1661,80.881
1662,77.693
1663,76.320
1664,75.564
1665,75.040
1666,75.598
1667,75.569
1668,75.072
1669,74.394
1670,73.677
1671,74.632
1672,74.952
1673,74.426
1674,73.506
1675,72.886
1676,80.308
1677,74.117
1678,73.585
1679,72.662
1680,71.628
1681,80.906
1682,80.147
1683,80.089
1684,80.190
1685,79.605
1686,80.486
1687,79.870
1688,79.675
1689,79.958
1690,80.119
1691,81.268
1692,79.817
1693,79.450
1694,80.331
1695,81.574
1696,77.905
1697,78.337
1698,78.227
1699,79.033
1700,80.068
1701,77.563
1702,77.841
1703,77.706
1704,78.465
1705,78.751
1706,77.905
1707,77.515
1708,77.204
1709,77.552
1710,77.675
1711,82.773
1712,79.505
1713,77.599
1714,76.929
1715,76.406
1716,81.607
1717,78.817
1718,76.985
1719,76.496
1720,75.895
1721,81.775
1722,78.041
1723,76.499
1724,75.720
1725,75.130
1726,75.746
1727,75.733
1728,75.194
1729,74.529
1730,73.764
1731,74.744
1732,75.103
1733,74.548
1734,73.643
1735,72.988
1736,80.433
1737,74.257
1738,73.719
1739,72.790
1740,71.737
1741,81.143
1742,80.195
1743,80.070
1744,80.153
1745,79.594
1746,80.819
1747,79.890
1748,79.657
1749,79.936
1750,80.125
1751,81.783
1752,79.845
1753,79.443
1754,80.298
1755,81.583
1756,77.854
1757,78.272
1758,78.178
1759,78.980
1760,80.056
1761,77.493
1762,77.770
1763,77.663
1764,78.414
1765,78.737
1766,77.805
1767,77.413
1768,77.149
1769,77.498
1770,77.648
1771,83.542
1772,79.689
1773,77.552
1774,76.835
1775,76.352
1776,82.273
1777,78.949
1778,76.927
1779,76.415
1780,75.851
1781,82.602
1782,78.167
1783,76.475
1784,75.649
1785,75.094
1786,75.660
1787,75.633
1788,75.130
1789,74.455
1790,73.725
1791,74.665
1792,75.006
1793,74.471
1794,73.557
1795,72.925
1796,80.345
1797,74.142
1798,73.622
1799,72.687
1800,71.638
1801,81.448
1802,80.264
1803,80.080
1804,80.150
1805,79.550
1806,81.233
1807,79.952
1808,79.660
1809,79.938
1810,80.084
1811,82.464
1812,79.934
1813,79.461
1814,80.295
1815,81.545
1816,77.818
1817,78.248
1818,78.176
1819,78.977
1820,80.034
1821,77.462
1822,77.733
1823,77.653
1824,78.401
1825,78.692
1826,77.768
1827,77.369
1828,77.104
1829,77.447
1830,77.574
1831,84.606
1832,79.998
1833,77.581
1834,76.796
1835,76.304
1836,83.238
1837,79.191
1838,76.961
1839,76.400
1840,75.808
1841,83.752
1842,78.413
1843,76.498
1844,75.627
1845,75.051
1846,75.624
1847,75.591
1848,75.104
1849,74.439
1850,73.676
1851,74.637
1852,74.982
1853,74.441
1854,73.536
1855,72.879
1856,80.297
1857,74.127
1858,73.590
1859,72.665
1860,71.573
1861,81.939
1862,80.428
1863,80.150
1864,80.195
1865,79.621
1866,81.871
1867,80.104
1868,79.721
1869,79.989
1870,80.165
1871,83.371
1872,80.102
1873,79.541
1874,80.380
1875,81.648
1876,77.893
1877,78.344
1878,78.239
1879,79.047
1880,80.112
1881,77.521
1882,77.824
1883,77.714
1884,78.479
1885,78.750
1886,77.806
1887,77.457
1888,77.176
1889,77.536
1890,77.630
1891,86.052
1892,80.465
1893,77.688
1894,76.894
1895,76.355
1896,84.525
1897,79.609
1898,77.072
1899,76.488
1900,75.880
1901,85.341
1902,78.828
1903,76.620
1904,75.706
1905,75.115
1906,75.708
1907,75.679
1908,75.150
1909,74.476
1910,73.733
1911,74.697
1912,75.042
1913,74.497
1914,73.582
1915,72.943
1916,80.320
1917,74.161
1918,73.633
1919,72.689
1920,71.646
1921,82.527
1922,80.618
1923,80.213
1924,80.231
1925,79.629
1926,82.657
1927,80.259
1928,79.785
1929,80.037
1930,80.202
1931,84.475
1932,80.265
1933,79.612
1934,80.427
1935,81.698
1936,77.950
1937,78.378
1938,78.282
1939,79.081
1940,80.148
1941,77.579
1942,77.861
1943,77.748
1944,78.499
1945,78.774
1946,77.850
1947,77.478
1948,77.203
1949,77.532
1950,77.661
1951,87.869
1952,81.043
1953,77.782
1954,76.938
1955,76.375
1956,86.175
1957,80.094
1958,77.177
1959,76.523
1960,75.896
1961,87.300
1962,79.292
1963,76.739
1964,75.763
1965,75.144
1966,75.765
1967,75.717
1968,75.205
1969,74.522
1970,73.754
1971,74.738
1972,75.064
1973,74.541
1974,73.618
1975,72.965
1976,80.351
1977,74.191
1978,73.670
1979,72.723
1980,71.657
1981,83.229
1982,80.804
1983,80.270
1984,80.257
1985,79.648
1986,83.629
1987,80.412
1988,79.817
1989,80.069
1990,80.219
1991,85.810
1992,80.458
1993,79.683
1994,80.460
1995,81.726
1996,77.982
1997,78.405
1998,78.305
1999,79.110
2000,80.176
2001,77.588
2002,77.886
2003,77.775
2004,78.529
2005,78.783
2006,77.859
2007,77.494
2008,77.214
2009,77.553
2010,77.649
2011,90.062
2012,81.740
2013,77.898
2014,76.952
2015,76.368
2016,88.265
2017,80.680
2018,77.286
2019,76.560
2020,75.903
2021,89.669
2022,79.840
2023,76.863
2024,75.788
2025,75.154
2026,75.790
2027,75.742
2028,75.212
2029,74.531
2030,73.769
2031,74.741
2032,75.068
2033,74.545
2034,73.621
2035,72.962
2036,80.350
2037,74.197
2038,73.679
2039,72.728
2040,71.640
2041,84.120
2042,81.064
2043,80.319
2044,80.264
2045,79.657
2046,84.906
2047,80.595
2048,79.857
2049,80.091
2050,80.228
2051,87.435
2052,80.671
2053,79.744
2054,80.488
2055,81.756
2056,77.994
2057,78.426
2058,78.332
2059,79.105
2060,80.190
2061,77.590
2062,77.889
2063,77.791
2064,78.517
2065,78.809
2066,77.826
2067,77.488
2068,77.221
2069,77.534
2070,77.658
2071,92.576
2072,82.621
2073,78.009
2074,76.959
2075,76.389
2076,90.767
2077,81.407
2078,77.430
2079,76.584
2080,75.937
2081,92.365
2082,80.520
2083,77.038
2084,75.837
2085,75.177
2086,75.823
2087,75.774
2088,75.240
2089,74.549
2090,73.781
2091,74.754
2092,75.119
2093,74.565
2094,73.633
2095,72.970
2096,80.345
2097,74.207
2098,73.669
2099,72.729
2100,71.643
2101,85.298
2102,81.347
2103,80.399
2104,80.305
2105,79.687
2106,86.524
2107,80.821
2108,79.916
2109,80.146
2110,80.283
2111,89.401
2112,80.926
2113,79.838
2114,80.541
2115,81.805
2116,78.035
2117,78.463
2118,78.354
2119,79.158
2120,80.229
2121,77.620
2122,77.904
2123,77.808
2124,78.553
2125,78.806
2126,77.844
2127,77.484
2128,77.238
2129,77.575
2130,77.654
2131,95.291
2132,83.764
2133,78.160
2134,77.009
2135,76.379
2136,93.591
2137,82.313
2138,77.592
2139,76.654
2140,75.936
